KEY,English,Russian,,
dialogue_SOi8K,"So, but what about the Essence of the VOID?","Итак, а как насчет Сущности VOID?",,
dialogue_OiWiu,"To be honest - I do not have any idea. It seems to be related to the TESCH to some extent. As I said, the VOID are reportedly found in the territory of the TESCH, but they seem to just be monolithic, black rocks. That's why I wanted you to bring me those artifacts. \n\nWe will analyze them and in case I get new evidence, I would be honored to solve that riddle with your help as well.","Если честно - понятия не имею. Похоже, что это в какой-то мере связано с TESCH. Как я уже сказал, VOID, как сообщается, найдены на территории TESCH, но они кажутся просто монолитными черными скалами. Вот почему я хотел, чтобы вы принесли мне эти артефакты. Я проанализирую их и, если у меня появятся новые доказательства, для меня будет честью разгадать и эту загадку с вашей помощью.",,
dialogue_44CKe,Speaking of help - so what about my friends?,Кстати о помощи - а как же мои друзья?,,
dialogue_4hlOq,"I am currently waiting for confirmation of their location. This should not take long. \n\nUntil then, in case you are interested to learn more about the Zirax history, the Talon-Zirax Assembly, and the War of Silence, I probably have something for you.","В настоящее время жду подтверждения их местонахождения. Это не займет много времени. А пока, если вам интересно узнать больше об истории Зиракс, Ассамблее Талон-Зиракс и Войне Безмолвия, у меня, вероятно, есть кое-что для вас.",,
dialogue_KK2um,War of Silence?,Война безмолвия?,,
dialogue_00qOw,Oh I see these terms are already familiar to you. Great. I would suggest visiting the old Abyssal archive and speaking to its keeper.,"О, я вижу, эти термины вам уже знакомы. Замечательно. Тогда я предлагаю посетить старый архив Abyssal и поговорить с его хранителем.",,
dialogue_OgCWK,"I sense this is not as simple as walking into a museum, correct?","Я чувствую, что это не просто прогулка по чистому музею, верно?",,
dialogue_OoaOO,"I am afraid not. This particular archive was found only a year ago and is now under the control of the Xenu. They did not manage to enter it, but I assume with things currently escalating, they will just blast it to pieces. \n\nThat's something I wish to avoid at all costs.","Боюсь что нет. Этот конкретный архив был обнаружен всего год назад и сейчас находится под контролем Xenu. Им не удалось войти в него, но я предполагаю, что с учетом того, что в настоящее время конфликт обостряется, они просто разнесут его на куски. Этого я хочу избежать любой ценой.",,
dialogue_uKeuS,That's where I come into play?,Вот где я вступаю в игру?,,
dialogue_Otm08,"Hidden in an asteroid orbiting the planet <color=#fbff00>Lilym</color> in this solar system is an <color=#ffffff>ancient Abyssal archive</color>. The asteroid was once part of a planet that was destroyed in the late stages of the War of Silence. @w2 It is important to me, and to all of us, that you find a way to retrieve the knowledge stored there before the Xenu can destroy it. The <color=#ffffff>Keeper of the Archives</color> will help you do this if you show him the <color=#ffffff>Staff of Guidance</color> and this digital signature of the <color=#ffffff>Seal of the House of Abyssal</color> that I just sent to your suit AI.","Скрытый в астероиде, вращающемся вокруг планеты <color=#fbff00>Lilym</color> в этой солнечной системе, находится <color=#ffffff>древний архив Бездны</color>. Астероид когда-то был частью планеты, которая была разрушена на поздних стадиях Войны Тишины. @w2 Для меня и для всех нас важно, чтобы ты нашел способ извлечь знания, хранящиеся там, прежде чем Ксену смогут их уничтожить. <color=#ffffff>Хранитель Архивов</color> поможет тебе в этом, если ты покажешь ему <color=#ffffff>Жезл Руководства</color> и эту цифровую подпись <color=#ffffff>Печати Дома Бездны</color>, которую я только что отправил на ИИ твоего костюма.",,
dialogue_eOK8O,Sounds doable.,Звучит выполнимо.,,
dialogue_K4mu8,Keeper of the Imperial Archives of the House of Abyssal,Хранитель Имперского архива Дома Abyssal,,
dialogue_SO4Ci,Welcome visitor to the Imperial Archives of the glorious House of Abyssal.\n\nHow may I serve you?,Добро пожаловать в Имперский архив славного Дома Abyssal.\nЧем я могу служить вам?,,
dialogue_aiu4m,So you must be the Keeper of these Archives? <i>(Additional Info)</i>,"Значит, вы должны быть Хранителем этих архивов? <i>(дополнительная информация)</i>",,
dialogue_C4WWq,"I am afraid there is no info available in these archives, your excellency. \n\nOther archives might hold information about them, but I am currently suffering from a long-standing.. disconnection .. from the imperial archive network ..","Боюсь, что в этих архивах нет информации, ваше превосходительство. Информация о них может храниться в других архивах, но в настоящее время я страдаю от длительного .. отключения .. от имперской архивной сети ..",,
dialogue_04aKe,"Of course, your excellency! @w4 The term LEGACY is used to describe an entity that is capable of infecting biological beings and transforming them into an infected, yet intelligent version. The so-called Infected do not suffer from hunger, heat, or cold, can function in the vacuum of space or in extremely radiated places. The first contact with Infected was recorded just ahead of the War of Silence, which started 1300 years ago.","Конечно, ваше превосходительство! @w4 Термин НАСЛЕДИЕ используется для описания сущности, способной заражать биологические существа и преобразовывать их в зараженную, но разумную версию. Так называемые инфицированные не страдают от голода, жары или холода, могут дышать или жить в космическом вакууме или в местах с сильным излучением. Первый контакт с зараженными был зафиксирован незадолго до Войны безмолвия, которая началась 1300 лет назад.",,
dialogue_0GueC,What actually IS the LEGACY?,Что такое на самом деле это НАСЛЕДИЕ?,,
dialogue_4qmOi,"Scientific reports made during the War of Silence indicate that the LEGACY is a semi-material entity, bound to some structures in the real world. Usually, these structures were holding a certain amount of <color=#ffffff>Pentaxid </color>element before they were converted to some radioactive alien metal (no data available). The LEGACY itself is not the sum of all the transformed biological beings under its control - not like a bee hive - but the sum of the energy it stole from them. @p9 The exact method of this stealing process has not been found, but the investigations indicate that an infecting particle is somehow transferring the energetic spirit of any higher life form to a local pool of the entity. The local pools aggregate into 'Hive Nuclei'. When a Nucleus is strong enough, a local entity, referred to as 'hive mind' is created. This hive mind then tries to get in touch with other hive minds on nearby Nexus worlds. It also sends out ships that seed the 'Legacy particles' on new worlds.@p9 It was found that the Legacy particle can only infect higher beings, but not animals or lower lifeforms. This particle does actually infect lower lifeforms but dies without gaining control or being able to transform them. The controlling of infected higher lifeforms is a side effect, though. They are used as cannon fodder for the LEGACY. The hives are not weakened by killing these Infected. It only slows down the spread of the Legacy Particle. This knowledge was used by the Ghyst and the Xenu for the Infinite Life Forms (ILF) weapon (created by the Serdu), - after the destruction of several planets with conventional weapons did not succeed. @p9 The ILF was deployed on many worlds, creating a myriad of unintelligent, lower lifeforms. The theory was that the LEGACY could be 'dried out' or at least distracted while spending more and more effort to compensate for the loss of its Legacy Particles, while conventional weapons could be used tp destroy their hives. This strategy seems to have been successful as the Legacy was pushed back to the edge of the galaxy. The War of Silence officially ended 900 years ago.","Научные отчеты, сделанные во время Войны Тишины, указывают на то, что LEGACY является полуматериальной сущностью, привязанной к некоторым структурам в реальном мире. Обычно эти структуры содержали определенное количество элемента <color=#ffffff>Pentaxid </color> до того, как они были преобразованы в какой-то радиоактивный инопланетный металл (данные отсутствуют). Сам LEGACY не является суммой всех трансформированных биологических существ под его контролем - не как пчелиный улей - а суммой энергии, которую он украл у них. @p9 Точный метод этого процесса кражи не был найден, но исследования указывают на то, что инфицирующая частица каким-то образом передает энергетический дух любой высшей формы жизни в локальный резервуар сущности. Локальные резервуары объединяются в 'Ядра Улья'. Когда Ядро становится достаточно сильным, создается локальная сущность, называемая 'коллективный разум'. Этот коллективный разум затем пытается связаться с другими коллективными разумами на близлежащих мирах Nexus. Он также отправляет корабли, которые засевают 'Частицы Legacy' на новых мирах.@p9 Было обнаружено, что частица Legacy может инфицировать только высшие существа, но не животных или низшие формы жизни. Эта частица действительно инфицирует низшие формы жизни, но умирает, не получив контроля или способности трансформировать их. Контроль над инфицированными высшими формами жизни является побочным эффектом. Они используются как пушечное мясо для LEGACY. Ульи не ослабевают от уничтожения этих Инфицированных. Это только замедляет распространение Частицы Legacy. Это знание использовалось Ghyst и Xenu для оружия Бесконечных Форм Жизни (ILF) (созданного Serdu), - после того, как уничтожение нескольких планет с помощью обычного оружия не увенчалось успехом. @p9 ILF был развернут на многих мирах, создавая множество неразумных, низших форм жизни. Теория заключалась в том, что LEGACY можно было бы 'высушить' или, по крайней мере, отвлечь, тратя все больше и больше усилий на компенсацию потери своих Частиц Legacy, в то время как обычное оружие могло бы использоваться для уничтожения их ульев. Эта стратегия, кажется, была успешной, так как LEGACY был оттеснен к краю галактики. Война Тишины официально закончилась 900 лет назад.",,
dialogue_CuCWa,Is there evidence that the LEGACY was destroyed?,"Есть ли доказательства того, что НАСЛЕДИЕ было уничтожено?",,
dialogue_qO8Ou,"I am afraid this information was removed from the archives, your excellency. \n\nThe information is not available.","Боюсь, эта информация была удалена из архивов, ваше превосходительство. Информация недоступна.",,
dialogue_SsKS8,"The glorious Zirax Empire was founded about 800 years ago, after the treachery of the Talon led to a civil war. The Talon-Zirax assembly was dissolved as a result and the Zirax Empire was born. It was founded by the most influential houses of the Zirax: The Xenu, the Ghyst, Rados, Epsilon, Serdu, and Abyssal. The first empress was a member of the House of Serdu. In the beginning, this changed with nearly each new royal election. The last two centuries, the empress has always been a member of the House of Abyssal, though.","Славная Империя Зиракс была основана около 800 лет назад после того, как предательство Талон привело к гражданской войне. В результате собрание Талон-Зиракс было распущено и родилась Империя Зиракс. Она была основана самыми влиятельными домами Зиракса: Xenu, Ghyst, Rados, Epsilon, Serdu и Abyssal. Первая императрица была членом дома Serdu. Вначале это менялось почти с каждым новым королевским избранием. Однако последние два столетия императрица всегда была членом Дома Abyssal.",,
dialogue_emC8K,Hm .. can you tell me more about the Talon treachery?,Хм .. не могли бы вы рассказать мне больше о предательстве Талон?,,
dialogue_GiWso,"Even before the War of Silence, the Zirax houses did all the dirty work for the Talon-Zirax assembly. When the War of Silence came to its end, evidence was found by the Xenu that the Talon might have initiated the war intentionally to weaken the houses and overtake the rulership. Ghyst specialists found out that the Talon were using technology similar to the ships of the LEGACY and that they seem to have come from the same spot outside of this galaxy. The high court of the houses decided that, after the dust of war settled down, to disempower these traitors for the good of all biological beings. @p9 Most of the Talon did not escape their deserved punishment and were enslaved or sent to reservations. There have been reports of a refugee fleet having fled into deep space. The glorious Zirax Empire is well aware of that and is always ready to withstand their attack - or anyone else's.","Еще до Войны Безмолвия дома Зиракс выполняли всю грязную работу для объединения Талон-Зиракс. Когда Война Безмолвия подошла к концу, Xenu обнаружил доказательства того, что Талон мог намеренно инициировать войну, чтобы ослабить дома и захватить власть. Специалисты Ghyst выяснили, что Талон использовали ту же технологию, что и корабли НАСЛЕДИЯ, и что они, похоже, пришли из того же места за пределами этой галактики. Верховный суд домов решил, что после того, как уляжется пыль войны, лишить сил этих предателей во благо всех биологических существ. @p9 Большинство Талон не избежали заслуженного наказания и были порабощены или отправлены в резервации. Поступали сообщения о том, что флот беженцев скрылся в глубоком космосе. Славная Империя Зиракс прекрасно знает об этом и всегда готова противостоять их атакам - или чьим-либо еще.",,
dialogue_W4aXu,This can only be done by a member of the House of Abyssal and the Keeper of the Staff of Guidance. Please put both insignia in the scanning device in front of you.,"Это может сделать только член Дома Abyssal и Хранитель Посоха Управителя. Пожалуйста, поместите оба знака различия в сканирующее устройство перед собой.",,
dialogue_KeOiK,<i> (places staff and seal)</i>,<i> (установить посох и печать)</i>,,
dialogue_00Ku8,Permission accepted. Preparing download of the full archive to the Staff of Guidance. Encrypting with the quantum properties of the seal of the House of Abyssal. The download will take a few minutes.\n\n@w4Download starting in 3 .. 2 .. 1 ..,Разрешение принято. Готовится загрузка полного архива в Посох Управителя. Шифрование квантовыми свойствами печати Дома Abyssal. Загрузка займет несколько минут.\n@w4Скачивание начнется через 3 .. 2 .. 1 ..,,
dialogue_CeqaK,Hurry up.,Торопитесь.,,
dialogue_q4uXi,Ambassador Hyzani,Посол Hyzani,,
dialogue_Ku0KM,Glad you made it out alive. I heard the Xenu have destroyed the archive. I'll make sure they get their payback for that.\n\nDid you find what you were searching for?,"Рад, что ты выбрался живым. Я слышал, что Xenu уничтожили архив. Я позабочусь о том, чтобы они заплатили за это.\nВы нашли то, что искали?",,
dialogue_GqKte,The Talon being traitors? <i>(Additional Info)</i>,Талон предатели? <i>(Дополнительная информация)</i>,,
dialogue_KQWa8,"Yeah, I expected that you would find this questionable. But you need to know, the archive was created by my ancestors and only with the view of the glorious Empire in mind. Let me fill in some blanks and clarify a few details. @p9 The 'evidence' the Xenu and the Ghyst found about the Talon having set up the War of Silence was already heavily disputed at that time. The specialist of the House of Abyssal later found out, that the evidence was made up, faked, or only half the truth. BUT, at this point, no one cared, because the Houses had decided to take control. So they just used this as the reason - and everyone won. Except for the Talon of course. A lot of the members of the Academy of Sciences were killed or imprisoned. A lot of the Talon, at least more than the Empire will admit, have fled into deep space and have never returned. @p9 One thing of the evidence found back then seems to be correct: the Talon did use a similar tech as the LEGACY ships. Even the shapes of the ships were nearly identical. Also the weapons. And they came from a distant galaxy, Triangulum as you call it, as refugees. So there actually IS a connection between the Talon and the LEGACY. We just haven't found out what it is. I am feeling, we are so close...","Да, я ожидал, что вы сочтете это сомнительным. Но вы должны знать, что архив создавался моими предками и только в расчете на славную Империю. Позвольте мне заполнить некоторые пробелы и уточнить некоторые детали. @p9 «Доказательства», обнаруженные Xenu и Ghyst о том, что Талон организовал Войну Безмолвия, уже тогда сильно оспаривались. Специалист Дома Abyssal позже выяснил, что доказательства были сфабрикованы, сфальсифицированы или представляют собой лишь половину правды. НО, в этот момент никого не волновало, потому что Дома решили взять на себя управление. Они просто использовали эту причину - и все выиграли. Кроме Талон. Многие члены Академии наук были убиты или брошены в тюрьмы. Но также многие из Талон, по крайней мере, больше, чем допускает Империя, бежали в глубокий космос. Но так и не вернулись. @p9 Одно из доказательств, найденных тогда, кажется верным: Талон действительно использовал ту же технологию, что и корабли НАСЛЕДИЯ. Даже формы кораблей были почти идентичны. Также оружие. И они прибыли из далекой галактики, Треугольника, как вы ее называете, как беженцы, как мы выяснили. Так что на самом деле существует связь между Талон и НАСЛЕДИЕМ. Мы просто не выяснили, что это такое. Я чувствую, мы так близки...",,
dialogue_4O8Oi,"Don't want to hold you off from anything, but I have a pressing mission...","Не хочу вас ни от чего отталкивать, но у меня важная миссия...",,
dialogue_XamSW,"Of course. And we will ... hold on a second. We are getting an emergency report! @p9Commander, seems like your GLaD organization has a traitor in its crew. I just received a message that a small GHYST task force will depart in a few hours towards the GLaD outpost in Sigma Beta .. with the order to destroy everything. No prisoners. <color=#fbff00>You should head back ASAP</color>, find the traitor and get rid of that problem. Otherwise, our operation to free your comrades might end before we even start... I will be here and see what I can prepare until then. Good Luck, my friend.","Конечно. И мы будем ... подожди секунду. Мы получаем экстренное сообщение! @p9Командир, кажется, в твоей организации GLaD есть предатель. Я только что получил сообщение, что небольшая группа GHYST отправится через несколько часов к аванпосту GLaD в Sigma Beta .. с приказом уничтожить все. Никаких пленных. <color=#fbff00>Тебе следует вернуться как можно скорее</color>, найти предателя и избавиться от этой проблемы. В противном случае, наша операция по освобождению твоих товарищей может закончиться, не начавшись... Я буду здесь и посмотрю, что смогу подготовить до тех пор. Удачи, мой друг.",,
dialogue_q2OWA,Damn,Черт,,
dialogue_4mmi0,"Commander, seems like your GLaD organization has a traitor in its crew. I just received a message that a small GHYST task force will depart in a few hours towards the GLaD outpost in Sigma Beta .. with the order to destroy everything. No prisoners. <color=#fbff00>You should head back ASAP</color>, find the traitor and get rid of that problem. Otherwise, our operation to free your comrades might end before we even started... I will be here and see what I can prepare until then. Good Luck, my friend.","Командир, похоже, в вашей организации GLaD есть предатель. Я только что получил сообщение, что небольшая оперативная группа Ghyst отправится через несколько часов к заставе GLaD .. с приказом всех уничтожить. Пленных не брать. <color=#fbff00>Тебе следует вернуться как можно скорее</color>, найти этого предателя и избавиться от этой проблемы. В противном случае наша операция по освобождению ваших товарищей может закончиться еще до того, как мы начнем... Я буду здесь и посмотрю, что смогу подготовить к этому времени. Удачи мой друг.",,
dialogue_G0eC0,Damn.,Проклятие.,,
dialogue_O0WG0,Of course I am!,Конечно же я!,,
dialogue_uEWaW,"Yes, indeed. I am the humble Keeper of the Archives of the glorious House of Abyssal. @w2 And although you do not seem to be of my creator's kind, you are the honorable Keeper of the Staff of Guidance .. @w4 and you also hold a seal of the House of Abyssal! \n\nPlease forgive me my inexcusable ignorance, your excellency. How may I serve you?","Да, в самом деле. Я скромный Хранитель Архивов славного Дома Abyssal. @w4 И хотя вы, кажется, не принадлежите к числу моих создателей, вы - достопочтенный Хранитель Посоха Управителя.. @w4 и у вас также есть печать Дома Abyssal! \n\nПожалуйста, простите мне мое непростительное невежество, ваше превосходительство. Чем я могу служить вам?",,
dialogue_KOeaO,"Do the Archives hold any info about the terms VOID, TESCH, or PROGENITOR?","Есть ли в архивах информация о терминах VOID, TESCH или ПРАРОДИТЕЛЬ?",,
dialogue_8xOuS,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_qC0mG,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_Sq68G,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_WkC8q,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_eEqCQ,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_OGSqq,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_WeOA2,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_fy4i0,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_uSci0,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_uiSK0,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_aeiaq,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_OuEDC,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_C440k,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_KOOWE,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_KiaKm,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_CK0Gm,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_RmmCO,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_qSScq,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_k4iqW,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_6aSA0,<i>( Refresh Message Board )</i>,<i>( Обновить доску сообщений )</i>,,
dialogue_iKu8C,IDA,ВИКА,,
dialogue_aKmc4,"Commander, I am sure you are aware we cannot simply go to Mercer and tell him about what Hyzani said. \n\nHe could be the traitor as well. Given how his father was possibly fooling the whole operation..","Командир, я уверен, вы знаете, что мы не можем просто пойти к Мерсеру и рассказать ему о том, что сказал Hyzani. Он тоже может быть предателем. Учитывая, как его отец, возможно, обманул всю операцию..",,
dialogue_aeGIm,"Prejudices, IDA? But you are right. We do not know who we need to watch out for.","Предрассудки, ВИКА? Но ты права. Мы не знаем, кого нам нужно остерегаться.",,
dialogue_KSWqC,I suggest not revealing what we just did and what we learned. \n\nGiven the mission parameters we can just say it was a trap and had to fight our way out of it. \n\nAnd listen to what he says about it.,"Я предлагаю, чтобы не показать то, что мы только что сделали и то, что мы узнали. Учитывая параметры миссии, мы можем просто сказать, что это была ловушка, и нам пришлось пробиваться через нее. И слушать, что он говорит об этом.",,
dialogue_uLmaW,"Yes, that's the plan. No worries, I will be cautious.","Да, это план. Не беспокойтесь, я буду осторожен.",,
dialogue_OgO0i,Command Center,Командный центр,,
dialogue_GmCGu,"[<color=#00ffff>Door Servo</color>] I am afraid, Sir. Commander Mercer is currently in a .. ehm .. private meeting. \n\nI cannot let you in. \n\nBut you can wait here until he is done.","[<color=#00ffff>Door Servo</color>] Боюсь, сэр. Командир Мерсер сейчас на .. эм .. частной встрече. \n\nЯ не могу вас впустить. \n\nНо вы можете подождать здесь, пока он не закончит.",,
dialogue_KOcSe,Ah.. ok. I will wait here. <i>(whispers) IDA?</i>,А.. ладно. Я буду ждать здесь.  <i>(шепотом) ВИКА?</i>,,
dialogue_WIeOW,"[<color=#00ffff>IDA</color>] I know what you are trying to ask for, but I am not able to hack into the communication from here. But.. @w1\n[<color=#00ffff>Yarod</color>] Oh, wait a second. Something I learned from the Sigma station. @w2 Please try again, IDA!\n[<color=#00ffff>IDA</color>] We are in! Decoding com signal. Ready for transmission.","[<color=#00ffff>ВИКА</color>] Я знаю, что вы пытаетесь спросить, но я не в состоянии взломать связь отсюда. Но.. @w1\n[<color=#00ffff>Ярод</color>] О, подождите секунду. Кое-что я узнал на станции Сигма. @w4 Поэтому, пожалуйста, попробуй еще раз, ВИКА!\n[<color=#00ffff>ВИКА</color>] Мы внутри! Расшифровка ком-сигнала. Готов к передаче.",,
dialogue_2eC0i,Let's go!,Поехали!,,
dialogue_KimqK,"[<color=#00ffff>unknown</color>] @w1 .. have no other choice if we want to get this New Terra project going. @w2\n[<color=#00ffff>unknown</color>] @w1 And I am sure you do not want to face the consequences, correct? @w2\n[<color=#00ffff>Mercer</color>] @w1 Of course not, sir, but what about Lamarr, Zerogen, and the others? @w2\n[<color=#00ffff>unknown</color>] @w1 Commander! What did I just say? Did you listen to my words? @w2\n[<color=#00ffff>Mercer</color>] @w1 Sure, but in case Commander {PlayerName} finds out what we did, we..\n[<color=#00ffff>unknown</color>] @w1 That won't be your problem anymore in a few hours.@p9[<color=#00ffff>unknown</color>] @w1 Did you make sure the cargo is untouched? @w2\n[<color=#00ffff>Mercer</color>] @w1 Yes, they are secured in our lower dock. @w2\n[<color=#00ffff>unknown</color>] @w1 Good. @w2\n[<color=#00ffff>unknown</color>] @w1 Make sure that no one is putting his dirty hands on them. @w2\n[<color=#00ffff>unknown</color>] @w1 Do not stand in the way of my employees and you will be fine. @w2\n[<color=#00ffff>Mercer</color>] @w1 Affirmative, sir.","[<color=#00ffff>неизвестный</color>] @w1 .. у нас нет другого выбора, если мы хотим запустить этот проект Нового Эдема. @w2\n[<color=#00ffff>неизвестный</color>] @w1 И я уверен, что вы не хотите столкнуться с последствиями, верно? @w2\n[<color=#00ffff>Мерсер</color>] @w1 Конечно, нет, сэр, но как насчет Ламарра, Зерогена и других? @w2\n[<color=#00ffff>неизвестный</color>] @w1 Командир! Что я только что сказал? Вы слушали мои слова? @w2\n[<color=#00ffff>Мерсер</color>] @w1 Конечно, но если командир {PlayerName} узнает, что мы сделали, мы..\n[<color=#00ffff>неизвестный</color>] @w1 Через несколько часов это больше не будет вашей проблемой.@p9[<color=#00ffff>неизвестный</color>] @w1 Вы удостоверились, что груз нетронутый? @w2\n[<color=#00ffff>Мерсер</color>] @w1 Да, он закреплен в нашем нижнем доке. @w2\n[<color=#00ffff>неизвестный</color>] @w1 Хорошо. @w2\n[<color=#00ffff>неизвестный</color>] @w1 Убедитесь в том, что никто не протянет свои грязные руки к нему. @w2\n[<color=#00ffff>неизвестный</color>] @w1 Не стойте на пути моих сотрудников, и все будет хорошо. @w2\n[<color=#00ffff>Мерсер</color>] @w1 Конечно, сэр.",,
dialogue_SqGq4,Interesting. I am afraid the clock is working against us.,"Интересно. Боюсь, время работает против нас.",,
dialogue_Kuf4e,[<color=#00ffff>IDA</color>] Com disconnected. I saved a copy for Yarod. He will try to analyze the voice and the other data that were hidden in the stream.,"[<color=#00ffff>ВИКА</color>] Связь отключена. Я сохранила копию для Ярода. Он попытается проанализировать голос и другие данные, которые были скрыты в потоке.",,
dialogue_uaeiW,Seems we are becoming a good team.,"Кажется, мы становимся хорошей командой.",,
dialogue_CO404,Mercer,Мерсер,,
dialogue_W4W8q,Commander! You are back already! \n\nWhat happened?,Командир! Вы уже вернулись! Что случилось?,,
dialogue_A8C8u,"As we expected, only a trap of the Zirax I am afraid.","Как мы и ожидали, боюсь там была только ловушка Зиракс.",,
dialogue_iWqe0,"Damn. That is no good news. \n\nBut no worries, our agents will find Commander Lamarr and their team!","Проклятие. Это не хорошие новости. Но не беспокойтесь, наши агенты найдут командира Ламарра и команду!",,
dialogue_OO06G,Sure. You seem to have been busy with meetings. Good news?,"Конечно. Похоже, вы были заняты встречами. Хорошие новости?",,
dialogue_mSWKC,"Ah.. the meeting .. no. Nothing really important. Trying to get a better price for our supplies from Polaris, you know.. ha, ha.. Eh.. why don't you have a quick rest. Our <color=#ffffff>bartender</color> has some good stuff. And if you want to have a quick nap, the crew quarters are just up the elevator next to the bar. \n\n Excuse me. I need to make a few preparations for the next .. mission. See you later.","Ах.. встреча .. нет. Ничего действительно важного. Пытаюсь получить лучшую цену на наши припасы от Polaris, знаешь.. ха, ха.. Эй.. почему бы тебе не отдохнуть немного. Наш <color=#ffffff>бармен</color> имеет кое-что хорошее. И если хочешь немного вздремнуть, каюты экипажа находятся прямо наверху по лифту рядом с баром. \n\n Извини. Мне нужно сделать несколько приготовлений для следующей .. миссии. Увидимся позже.",,
dialogue_iq0SC,Okay. Sure.,Хорошо. Конечно.,,
dialogue_aGmOq,Ensign Henrid,Прапорщик Хенрид,,
dialogue_CWgC8,Commander! Commander? This is you? .. aahrg...,Командир! Командир? Это ты? .. аахрг...,,
dialogue_CGWG8,Eh..everything alright?,Вс.. все в порядке?,,
dialogue_KGmie,"Ok, so how can I help you?","Хорошо, чем я могу тебе помочь?",,
dialogue_meutc,I am .. aaaaahr ... i am.. the Ilmarinen .. Container .. aaaah this hurts so bad .. Commander .. quick .. Mercer .. see Palant. \n\nLoading dock on the lower level .. she needs to know .. uhhhaaa .. others ...,"Я .. аааахр ... я.. Ilmarinen .. Контейнер ... аааа, это так больно .. Командир .. быстро .. Мерсер ... смотри Палант. Загрузка док на нижнем уровне .. ей нужно знать .. оооох .. другие ...",,
dialogue_e8SeS,Henrid. Open the door! You need a medibot ...,Хенрид. Открой дверь! Вам нужен медбот ...,,
dialogue_4e04W,IDA,ВИКА,,
dialogue_qOa4m,Commander! You need to report that to Mercer ASAP!,Командир! Вы должны сообщить об этом Мерсеру как можно скорее!,,
dialogue_OCauG,Wait IDA. Do you hear anything? I just shot a weapon in here and no alarm..,"Подожди, ВИКА. Ты что-нибудь слышишь? Я только что выстрелил тут и никакой тревоги..",,
dialogue_mMSWi,That is .. true. \n\nI am also not getting any signals from the internal alarm system. \n\nIt seems to be .. offline!,Это.. правда. Я также не получаю сигналов от внутренней системы сигнализации. Вроде бы .. отключена!,,
dialogue_euWaW,We need to go to the loading dock and speak <color=#ffffff>Palant </color>- ASAP!,Нам нужно пойти на погрузочную платформу и поговорить с <color=#ffffff>Palant</color> - как можно скорее!,,
dialogue_uemWq,Sergeant Palant,Сержант Палант,,
dialogue_SqKWO,"Commander, what are you doing here? \n\nI am afraid I have no time for you right now. I need to check..","Командир, что вы здесь делаете? Боюсь, у меня сейчас нет на вас времени. Мне нужно проверить..",,
dialogue_MKS8a,Let me guess. These containers?,Дай угадаю. Эти контейнеры?,,
dialogue_aq44i,"Yes .. how did you know? \n\nOk, anyway. If you ask me, we should throw these containers Henrid brought to the base right out of the airlock again. \n\nI am measuring emissions coming from the inside.","Да .. как ты узнал? Хорошо, в любом случае. Если вы спросите меня, мы должны снова выбросить эти контейнеры, которые Хенрид принес на базу, прямо из шлюза. Я замерю выбросы внутри.",,
dialogue_quCWi,Did they start just recently?,Они начались совсем недавно?,,
dialogue_IacO0,Yes. Started a few minutes ago.,Да. Началось несколько минут назад.,,
dialogue_qePmq,Where are all the guards?,Где все охранники?,,
dialogue_aCuSU,Commander Mercer has sent them to restock their ammo - he said he is preparing a new mission. \n\nI need to find Henrid. \n\nHe did not respond to my call.,"Командир Мерсер отправил их пополнить запасы боеприпасов - он сказал, что готовит новую миссию. Мне нужно найти Хенрида. Он не ответил на мой звонок.",,
dialogue_0K8GS,He couldn't respond. He is dead.,"Ох .. Думаю, он не ответит. Он мертв.",,
