pda_4K4CO,"A life-bearing world. Protected from radiation by a thick atmosphere - which also keeps the heat in. Rich in water but poor in soils, which creates a fertile breeding ground for dangerous creatures.\n\n[u]Possible resources:[/u]\n Cobalt, Silicon, Magnesium, Promethium, Iron, Erestrum, Gold\n\n[u]Possible weather effects:[/u]\n Rain (Heavy), Storm, Acid Rain (Heavy)\n\n[u]Planet type data and possible variations:[/u]\n Life-bearing\n Atmosphere breathable: [c][00ff00]Yes[-][/c]\n Atmospheric O2 fraction: 18 - 30%\n Atmospheric density: 1.3 - 1.6 kg/m³\n Day temperature: 18 to 60°C\n Night temperature: 8 to 55°C\n Water abundant\n Radiation: 0 Gy/d (negligible)\n Gravity: 0.6 - 1.1 g","Мир, пригодный для жизни. Защищён от радиации плотной атмосферой, которая также удерживает тепло. Богат водой, но беден почвами, что создает благодатную почву для размножения опасных существ.\n\n[u]Возможные ресурсы:[/u]\n Кобальт, кремний, магний, прометий, железо, эреструм, золото\n\n[u]Возможные погодные эффекты:[/u]\n Дождь (сильный), буря, кислотный дождь (сильный)\n\n[u]Данные о типе планеты и возможные вариации:[/u]\n Жизнедающая\n Атмосфера пригодна для дыхания: [c][00ff00]Да[-][/c]\n Фракция O2 в атмосфере: 18 - 30%\n Плотность атмосферы: 1,3 - 1,6 кг/м³\n Дневная температура: 18 - 60°C\n Ночная температура: 8 - 55°C\n Вода в изобилии\n Радиация: 0 Гр/д (ничтожно мало)\n Гравитация: 0,6 - 1,1 г.",,
pda_SOHOS,"[c][bcd3d4]Polaris Megacorp is a large multisystem corporation with a reach that extends well beyond surveyed space. Most personnel is bipedal humanoid (metabolism seems to differ slightly from Terrans) but stems from the native races of Andromeda, including the Zirax and the Kriel.[-][/c]\n\nFields of engagement\n[c][bcd3d4]- Primary provider of materials, tech, and devices for different 3rd party companies (Bertram, InterWeap, Servant.) [-][/c][c][bcd3d4]\n– Controls the majority of mining and refinery operations in surveyed space (UCH intel indicates a possible monopoly.) [-][/c]\n[c][bcd3d4]– Relationship with Zirax unclear. Zirax installation infiltration suggests deep involvement with the empire, but this fact has yet to be confirmed. [-][/c]\n[c][bcd3d4]- Same seems to be true for the Kriel Empire.[-][/c]\n\nOther notes\n[c][bcd3d4]Polaris Megacorp has two subsidiaries: Polaris Space Industries (PSI) and Polaris Mining Company (PMC).\n\nPolaris Megacorp does not seem to be part of the much larger Traders Guild, but they both have tight relationships as spies report.[-][/c]","[c][b][/b]cd3d4]Polaris Megacorp - это крупная мультисистемная корпорация, сфера деятельности которой простирается далеко за пределы исследованного пространства. Большинство персонала - двуногие гуманоиды (метаболизм, по-видимому, несколько отличается от терранского), но происходят они от коренных рас Андромеды, включая зираксов и криелов.[-][/c]\n\nСферы деятельности\n[c][b]cd3d4]- Основной поставщик материалов, технологий и устройств для различных сторонних компаний (Bertram, InterWeap, Servant. [-][/c][c][b]cd3d4]\n- Контролирует большинство добывающих и перерабатывающих предприятий в исследуемом пространстве (данные UCH указывают на возможную монополию) [-][/c]\n[c][b]cd3d4]- Отношения с Zirax неясны. Проникновение инсталляции Zirax предполагает глубокую вовлеченность в дела империи, но этот факт еще не подтвержден. [-][/c]\n[c][b]cd3d4]- То же самое, похоже, относится и к империи Крил.[-][/c]\n\nДругие заметки\n[c][b]cd3d4]Polaris Megacorp имеет две дочерние компании: Polaris Space Industries (PSI) и Polaris Mining Company (PMC).\n\nПохоже, что Polaris Megacorp не является частью гораздо более крупной Гильдии торговцев, но, как сообщают шпионы, они обе имеют тесные связи.[-][/c]",,
pda_OqS00,New Action,New Action,,
pda_GGeeG, - -, - -,,
pda_eKqWW, - -, - -,,
pda_0CeaO,New Task,New Task,,
pda_Km0Gm,New Action,New Action,,
pda_0WmC8, - -, - -,,
pda_8WSqu,"The KRIEL are a growing superpower in Andromeda. The Kriel have seriously challenged the Zirax as they both fight for supremacy in this sector of Andromeda. Spies report, that the Kriel are organized like a bee hive, where the individual being is absolutely fungible on the one hand, but feeds the superorganism of their society with valuable data at the same time. \n\nThe Kriel technical capabilities are on the same level as the Zirax Empire.\n\n[u]Origins[/u]\nThe Kriel seem to have evolved from insect-like creatures over millions of years on a planet that would be deadly to humans. In the last 10000 years, they started getting more intelligent. It is believed they communicate via a hive mind and because of this are brutally efficient as they work as one. Despite the intelligence they have, they appear to have no emotion, including fear, and simply follow their instincts of conquering any other species they encounter, always in a quest for more resources to expand their colonies. \n\nMost Kriel emplacements are found on inhabited, barren worlds - a result of the Kriel having stripped those worlds from all of their resources. Single Kriel stations found on lush temperate planets or other resource-rich environments only mean that this planet is going to be 'harvested' soon.","КРИЭЛ - растущая сверхдержава на Андромеде. Крил бросил серьезный вызов Зираксу, поскольку они оба борются за превосходство в этом секторе Андромеды. Шпионы сообщают, что Крил устроены как пчелиный улей, где отдельное существо, с одной стороны, абсолютно взаимозаменяемо, но в то же время питает суперорганизм своего общества ценными данными. \n\nТехнические возможности Kriel находятся на одном уровне с Империей Зиракс.\n\n[u]Происхождение[/u]\nПохоже, что Kriel эволюционировали из насекомоподобных существ в течение миллионов лет на планете, которая была бы смертельно опасна для людей. В последние 10000 лет они начали становиться более разумными. Считается, что они общаются между собой с помощью улья, и благодаря этому они жестоко эффективны, так как работают как единое целое. Несмотря на свой интеллект, они, похоже, не испытывают никаких эмоций, включая страх, и просто следуют своим инстинктам, завоевывая любой другой вид, который им встречается, всегда стремясь получить больше ресурсов для расширения своих колоний. \n\nБольшинство станций Криеля находятся на обитаемых бесплодных мирах - результат того, что Криель лишил эти миры всех их ресурсов. Одиночные станции Криеля, обнаруженные на пышных планетах с умеренным климатом или других богатых ресурсами средах, означают лишь то, что эта планета скоро будет 'собрана'.",,
pda_adcOG,"The Traders Guild is a millennia old congregation of traders and merchants. It is led by a formal 'administrative council', although this institution is not so much a 'government' but more a way to make sure every member is acting in the best interest of the guild. The council meets at least every cycle. The council can be summoned in case a member demands it for a good reason or by showing up with enough supporters of their cause.\n\nThe guild dominates most of the trading and markets in this sector of Andromeda. They are neutral to all other factions, even Zirax and Kriel. \n\nThe Traders Guild seem to have tight relationships with the Polaris Megacorp, although the latter is not part of the organization guild structure.","Гильдия торговцев - это тысячелетнее объединение торговцев и купцов. Руководит ею формальный 'административный совет', хотя этот институт - не столько 'правительство', сколько способ убедиться в том, что каждый член гильдии действует в ее интересах. Совет собирается как минимум каждый цикл. Совет может быть созван в случае, если член гильдии потребует этого по веской причине или явится с достаточным количеством сторонников своего дела.\n\nГильдия доминирует в большинстве торговых операций и рынков в этом секторе Андромеды. Они нейтральны по отношению ко всем другим фракциям, даже к Зираксу и Криэлю. \n\nПохоже, что гильдия торговцев имеет тесные отношения с Polaris Megacorp, хотя последняя не входит в организационную структуру гильдии.",,
pda_muC8K,"For the most part, the pirates do whatever pirates have done in other eras and places. Their crews stem from all species in Andromeda, including Zirax and Kriel.\n\nThe Pirates faction is split into several sub-groups and clans. There is no official command structure, but most of the clans follow the lead of the 'Pirates council'.","По большей части пираты делают то же, что и пираты в другие эпохи и в других местах. Их экипажи происходят из всех видов Андромеды, включая Зиракс и Крил.\n\nФракция пиратов разделена на несколько подгрупп и кланов. Официальной структуры командования нет, но большинство кланов следуют указаниям «Пиратского совета».",,
pda_SCCau,The Talon and Zirax seem to fear that name.,"Талон и Зиракс, кажется, боятся этого имени.",,
pda_CaSe4,"An extinct extremely technologically advanced race, which has left a lot of traces in Andromeda.","Вымершая чрезвычайно технологически развитая раса, оставившая множество следов на Андромеде.",,
pda_u2COu, - -, - -,,
pda_COuuK,It is not entirely clear what the VOID are. They resemble black monoliths floating on planets showing no interaction with their surroundings.,"Не совсем понятно, что представляют собой VOID. Они напоминают чёрные монолиты, плавающие на планетах и не проявляющие никакого взаимодействия с окружающей средой.",,
pda_K0SoO,"The TESCH are not biological beings. They are basically AIs that are bound to certain structures, like data centers. This fully digital lifeform is organized in semi-autark Nodes and Stations throughout their enormous territory closer to the center of the galaxy. Not a lot is known about its origin. They have not shown a lot of interest in communications with the biologicals - except some trading for rare resources once and a while.","TESCH - это не биологические существа. По сути, это ИИ, привязанные к определенным структурам, например к дата-центрам. Эта полностью цифровая форма жизни организована в полуавторские Узлы и Станции по всей их огромной территории ближе к центру галактики. О ее происхождении известно не так уж много. Они не проявляли особого интереса к общению с биологическими существами - разве что время от времени торговали редкими ресурсами.",,
pda_4j4aS,"The Free Colonists are a mixed group of adventurers, explorers, runaways, and other people that seek freedom or a new home outside of any faction controlled space for any imaginable reason or following the 'Galactic Colonization program', lead by Polaris Megacorp and the Traders Guild.\n\n[u]GCP and New Eden[/u]\nReports indicate, the 'Galactic Colonization program', which started about 200-300 years ago and is still actively supported by Polaris Megacorp and the Traders Guild not out of pure philanthropic thoughts, but to open new markets and build up a counterpart to the increasingly controlled and regulated Zirax empire. The program leaders claim that a major part of the galaxy is already colonized due to their efforts.\n\nThe UCH scientific administration strongly recommends taking advantage of this program, internally referred to as 'New Eden'.","Свободные колонисты - это смешанная группа авантюристов, исследователей, беглецов и других людей, которые ищут свободу или новый дом за пределами пространства, контролируемого любой фракцией, по любой мыслимой причине или следуя 'программе галактической колонизации', возглавляемой Polaris Megacorp и Гильдией торговцев. \n\n[u]GCP и Новый Эдем[/u]\nПо имеющимся данным, 'Программа галактической колонизации', начавшаяся около 200-300 лет назад и до сих пор активно поддерживаемая Polaris Megacorp и Гильдией торговцев, осуществляется не из чисто филантропических побуждений, а для открытия новых рынков и создания аналога всё более контролируемой и регулируемой империи Зиракс. Руководители программы утверждают, что большая часть галактики уже колонизирована благодаря их усилиям.\n\nНаучная администрация UCH настоятельно рекомендует воспользоваться преимуществами этой программы, получившей внутреннее название 'Новый Эдем'.",,
pda_C4usS, - -, - -,,
pda_oKSei, - -, - -,,
pda_ouvO0,Resources and Mining,Ресурсы и добыча,,
pda_W20WG,Iron,Железо,,
pda_a0C4C,Silicon,Кремний,,
pda_u0EmS,Copper,Медь,,
pda_muCKg,Cobalt,Кобальт,,
pda_mK4wW,Neodymium,Неодимий,,
pda_GOWmC,Sathium,Сатий,,
pda_GOOOS,Magnesium,Магний,,
pda_uC0Wq,Titanium,Титан,,
pda_aeeG8,Aluminium,Алюминий,,
pda_4mSrK,Erestrum,Эреструм,,
pda_K48ai,Zascosium,Заскозий,,
pda_iwieu,Promethium,Прометий,,
pda_SuKGi,Pentaxid,Пентаксид,,
pda_446mi,Gold,Золото,,
pda_mQ8u8,Platinum,Платина,,
pda_CSCma,Ice,Лед,,
pda_OCWmO,Wood,Древесина,,
pda_8AmmC,Discovered,Разведано,,
pda_8eeq0,Wood,Древесина,,
pda_jpGq8,Discovered,Разведано,,
pda_aaj0i,Ice,Лед,,
pda_uK4ua,Discovered,Разведано,,
pda_aiKaG,Platinum,Платина,,
pda_4v4Oc,Discovered,Разведано,,
pda_Gi8a4,Gold,Золото,,
pda_meurW,Discovered,Разведано,,
pda_GqqmS,Pentaxid,Пентаксид,,
pda_iiiqC,Discovered,Разведано,,
pda_8eOSA,Promethium,Прометий,,
pda_KOi88,Discovered,Разведано,,
pda_Ta4Ke,Zascosium,Заскозий,,
pda_Ku4eG,Discovered,Разведано,,
pda_GA040,Erestrum,Эреструм,,
pda_a8ua9,Discovered,Разведано,,
pda_KamOO,Aluminium,Алюминий,,
pda_mOCWO,Discovered,Разведано,,
pda_aGOGu,Titanium,Титан,,
pda_KqGKK,Discovered,Разведано,,
pda_SCW08,Magnesium,Магний,,
pda_qeWiO,Discovered,Разведано,,
pda_SmQ2K,Sathium,Сатий,,
pda_5qWq0,Discovered,Разведано,,
pda_KeWWS,Neodymium,Неодим,,
pda_WEiS8,Discovered,Разведано,,
pda_Cu04a,Cobalt,Кобальт,,
pda_G4Sqa,Discovered,Разведано,,
pda_aO8CW,Copper,Медь,,
pda_48aOC,Discovered,Разведано,,
pda_8eeCG,Silicon,Кремний,,
pda_KqGSq,Resources,Ресурсы,,
pda_qOiqW,Types,Типы,,
pda_Sng40,"Resources are available from\n1. Surface rocks\n2. Underground deposits (use a detector to reveal their position)\n3. Meteorites (falling on planets)\n4. Asteroids (in space)\n\nNote that 'crushed stone' is not only a byproduct of the mining process, but also is a viable resource as well. Either for creating concrete, but also to process into other materials that possibly cannot be found on your position from surface rocks or deposits!\n\nCrushed stone can be mined from any surface rock or (most of the time) by simply drilling into the ground.","Ресурсы можно получить из\n1. Поверхностные породы\n2. Подземных залежей (используй детектор, чтобы выявить их расположение)\n3. Метеориты (падают на планеты)\n4. Астероиды (в космосе)\n\nНапомни, что 'щебень' - это не только побочный продукт процесса добычи, но и вполне жизнеспособный ресурс. Как для создания бетона, так и для переработки в другие материалы, которые, возможно, не могут быть найдены на твоей позиции из поверхностных пород или месторождений!\n\nЩебень можно добывать из любой поверхностной породы или (в большинстве случаев) простым бурением в земле.",,
pda_0OOSG, - -, - -,,
pda_4fqSG, - -, - -,,
pda_eqGKe, - -, - -,,
pda_UGeuC, - -, - -,,
pda_euquS, - -, - -,,
pda_i0iGc, - -, - -,,
pda_e4iuK, - -, - -,,
pda_OaWCi, - -, - -,,
pda_Geu0a, - -, - -,,
pda_iaGa4, - -, - -,,
pda_G0Kwg, - -, - -,,
pda_CS4cG, - -, - -,,
pda_eeKe4, - -, - -,,
pda_W4ma5, - -, - -,,
pda_e4q04, - -, - -,,
pda_q8abS, - -, - -,,
pda_WWGWe,"Empyrion offers several different resources, ranging from metals to crystals. You can mine all resources with the Survival Tool or any handheld or vessel-based mining drill. Some resources might take longer to mine per ore ingot, though.\n\n[i]For more detail and info, please, in the list on the left, click and open this chapter's sub-headlines by [c][80ffff]clicking on their headline[-][/c] and/or by clicking the [c][80ffff]arrow-buttons [-][/c]next to them.[/i]","Empyrion предлагает несколько различных ресурсов, начиная от металлов и заканчивая кристаллами. Все ресурсы можно добывать с помощью инструмента выживания или любого ручного или корабельного шахтного бура. Однако добыча некоторых ресурсов может занимать больше времени на один слиток руды.\n\n[i]Для получения более подробной информации, пожалуйста, в списке слева нажми и открой подзаголовки этой главы, [c][80ffff]кликнув на их заголовок[-][/c] и/или нажав на [c][80ffff]кнопки-стрелки [-][/c]рядом с ними.[/i]",,
pda_Duuqe,"Base material required for crafting basic plating, construction materials and used in many low tech applications.","Базовый материал, необходимый для изготовления основных покрытий, строительных материалов и используемый во многих низкотехнологичных приложениях.",,
pda_2aG4s,Base material. Used for silicon-based building materials and simple computational applications and devices.,Базовый материал. Используется для строительных материалов на основе кремния и простых вычислительных приложений и устройств.,,
pda_iGO4t,Base material. Used for all basic electronic devices and applications.,Базовый материал. Используется для всех основных электронных устройств и приложений.,,
pda_SSaaJ,Material for alloys and required for certain technical applications.,"Материал для сплавов, необходимый для определенных технических применений.",,
pda_C4VGu,Used for more advanced electrical and computational devices. Replaces silicon in many applications.,Используется для более совершенных электрических и вычислительных устройств. Заменяет кремний во многих приложениях.,,
pda_8O04i,"Replaces Titanium and Iron in most templates where a maximum of survivability is required, especially for military devices, plating, and related applications.","Заменяет титан и железо в большинстве шаблонов, где требуется максимальная живучесть, особенно для военных устройств, покрытий и связанных приложений.",,
pda_SC2ii,"Replaces iron in many applications where more hitpoints, heat resistance, and improved survivability is required.","Заменяет железо во многих приложениях, где требуется большее количество хитпоинтов, жаропрочность и повышенная живучесть.",,
pda_Kiu0C,Primarily used for lower-tech weapons and explosives. \nCould be used for very lightweight materials and plating.,В основном используется для низкотехнологичного оружия и взрывчатых веществ. \nМожет использоваться для изготовления очень лёгких материалов и покрытий.,,
pda_rS0eX,Used for lightweight construction materials and plating. \nReplaces iron in most non-military applications and devices.,Используется для легких строительных материалов и обшивки. \nЗаменяет железо в большинстве невоенных приложений и устройств.,,
pda_WCSWc,Replaces Magnesium in most high-end weapons and projectiles. \nAlso used in applications that require a highly reactive material (for example to build new alloys),"Заменяет магний в большинстве высокотехнологичных видов оружия и снарядов. \nТакже используется в тех случаях, когда требуется высокореактивный материал (например, для создания новых сплавов).",,
pda_3aeaW,Replacing Neodymium for any high-end computational device. Can also be refined into an alloy with highly protective properties.,Заменяет неодим в любых высококлассных вычислительных устройствах. Также может быть рафинирован в сплав с высокими защитными свойствами.,,
pda_4a7CW,Radioactive compound used for fueling microreactors or used as an addition for some ammo and charges.,"Радиоактивное соединение, применяемое для заправки микрореакторов или используемое в качестве добавки для некоторых боеприпасов и зарядов.",,
pda_u6WeC,Required for warp drives and exotic weapons and their ammo.,"Требуется для варп-двигателей, экзотического оружия и боеприпасов к нему.",,
pda_IWqii,"Used for payment and a few technical applications, like Boosters.","Используется для оплаты и в некоторых технических приложениях, например в Улучшениях.",,
pda_quWSO,Trading good (for now),Хорошая торговля (пока),,
pda_au8a4,Can be harvested from asteroids and some other places as a temperature-stabilized resource. Can be melted into water.,Может быть получен с астероидов и некоторых других мест в качестве стабилизированного по температуре ресурса. Можно растопить в воде.,,
pda_SaKOW,"Available from large plants, bushes, and all trees.","Доступен с крупных растений, кустов и всех деревьев.",,
pda_44eBm,Moon (Barren),Луна (Бесплодная),,
pda_S8meG,Moon (Desert),Луна (Пустынная),,
pda_Oug8q,Moon (Forest),Луна (Лесистая),,
pda_eW444,Moon (Ice Type 1),Луна (Ледяная тип 1),,
pda_YOCqC,Moon (Ice Type 2),Луна (Ледяная тип 2),,
pda_WaiCm,Moon (Lava Type 1),Луна (Лавовая тип 1),,
pda_WKuCC,Moon (Lava Type 2),Луна (Лавовая тип 2),,
pda_20EmS,Moon (Nascent),Луна (Рождающаяся),,
pda_m8c0W,"This barren rock carries its history on the surface: Completely solidified, and no atmosphere to remove tracks and shapes - All encounters will be remembered.\n\nPossible resources: \n Iron, Silicon, Copper, Cobalt, Magnesium, Titan, Pentaxid\n\nPossible weather effects: \nn/a","Эта бесплодная скала несет свою историю на поверхности: \nПолностью затвердевшая, и нет атмосферы, чтобы удалить следы и формы - все встречи будут запомнены.\n\nВозможные ресурсы: \nЖелезо, кремний, медь, кобальт, магний, титан, пентаксид\n\nВозможные погодные эффекты: \nn/a",,
pda_WdamK,"This moon has a very thin atmosphere - It is shielded by an unusually large magnetic field from the nearby planet, and the moon is dense enough to keep some gases from drifting into space. By this, it has accumulated extreme amounts of desert varnish.\n\nPossible resources: \n Iron, Silicon, Copper, Cobalt, Magnesium, Pentaxid, Promethium\n\nPossible weather effects: \nn/a","У этой луны очень тонкая атмосфера - она экранирована необычайно большим магнитным полем от близлежащей планеты, и луна достаточно плотная, чтобы некоторые газы не дрейфовали в космос. За счет этого она накопила экстремальное количество пустынного лака.\n\nВозможные ресурсы: \nЖелезо, кремний, медь, кобальт, магний, пентаксид, прометий\n\nВозможные погодные эффекты: \nn/a",,
pda_uS04C,"A small temperate moon, with an unusually thick atmosphere - Even bristling with life! [i]So many things[/i] need to come together for such a world to occur: Water, a still fluid metal core, a decent size, in the right distance to the star...\n\nA superficial scan indicates, this moon is [i]resource poor[/i]. So there is not much interest in things that empires do - To claim, exploit, settle, or even just to visit. The drama of the universe continues elsewhere. While the canopies of the trees reach for sunlight. It is still a great spot if you want to get out of sight, or just to stretch your legs and wander.\n\nPossible resources: \n Iron, Silicon, Copper, Promethium, Pentaxid, Gold\n\nPossible weather effects: \nRain (Medium), Storm, Fog","Небольшая луна с умеренным климатом и необычно плотной атмосферой - даже кишит жизнью! [i]Очень много вещей[/i] должно сойтись вместе, чтобы возник такой мир: Вода, еще жидкое металлическое ядро, приличный размер, правильное расстояние до звезды...\n\n Поверхностное сканирование показывает, что эта луна бедна ресурсами. Поэтому здесь нет особого интереса к тому, что делают империи - претендовать, эксплуатировать, заселять или даже просто посещать. Драма вселенной продолжается в другом месте. Пока пологи деревьев тянутся к солнечному свету. Тем не менее это отличное место, если ты хочешь укрыться от посторонних глаз или просто размять ноги и побродить.\n\nВозможные ресурсы: \nЖелезо, кремний, медь, прометий, пентаксид, золото\n\nВозможные погодные эффекты: \nДождь (средний), шторм, туман.",,
pda_WO4Gu,"An icy companion, with an ocean deep between its crust and a rocky core. Faint organic substances leave colorful streaks on the surface. \n\nPossible resources: \n Silicon, Cobalt, Magnesium, Iron, Promethium, Pentaxid\n\nPossible weather effects: \nn/a","Ледяной спутник, в глубине которого между корой и скалистым ядром находится океан. Слабые органические вещества оставляют на поверхности разноцветные разводы. \n\nВозможные ресурсы: \n Кремний, кобальт, магний, железо, прометий, пентаксид\n\nВозможные погодные эффекты: \nn/a",,
pda_KqVec,"Once upon a time, ... the planets were still forming. Gaining mass and changing their paths around their star. Gravitational disturbances swept through the whole system, hurtling planetesimals everywhere. This is a wanderer, born and expelled from a stellar asteroid belt. It got caught up by the nearby large planet, somehow avoiding collision or being flung away.\n\nBut during those narrow, chaotic first passes, it experienced massive tidal forces, kneading it like dough and close to ripping it apart. Times are much calmer now.\n\nAnd with that, all those scars make for impressive vistas, and stories of adventure. \n\nPossible resources: \n Magnesium, Cobalt\n\nPossible weather effects: \nn/a","Когда-то давно... планеты еще только формировались. Набирали массу и меняли траекторию движения вокруг своей звезды. Гравитационные возмущения пронеслись по всей системе, расталкивая планетезималей повсюду. Это странник, родившийся и изгнанный из звездного пояса астероидов. Его подхватила близлежащая большая планета, каким-то образом избежав столкновения или отбросив в сторону.\n\nНо во время этих узких, хаотичных первых проходов он испытывал мощные приливные силы, которые месили его, как тесто, и были близки к тому, чтобы разорвать на части. Сейчас времена гораздо спокойнее.\n\nПомимо этого, все эти шрамы создают впечатляющие виды и рассказы о приключениях. \n\nВозможные ресурсы: \nМагний, кобальт\n\nВозможные погодные эффекты: \nn/a",,
pda_WiEiO,"A baby moon, with a not yet solid core, and faint traces of an atmosphere. Maybe it was born out of a stellar disc, or it is the remnant of a spectacular planetary collision.\n\nPossible resources: \n Iron, Silicon, Cobalt, Magnesium, Promethium, Pentaxid\n\nPossible weather effects: \nn/a","Луна-малыш с еще не сформировавшимся ядром и слабыми следами атмосферы. Возможно, она родилась из звёздного диска или является остатком впечатляющего планетарного столкновения.\n\nВозможные ресурсы: \nЖелезо, кремний, кобальт, магний, прометий, пентаксид\n\nВозможные погодные эффекты: \nn/a",,
pda_eOKCe,"This infant moon already lost its atmosphere by the relentless push of the stellar wind. Undisturbed, the last open lava seas crystallize in bizarre forms.\n\nPossible resources: \n Iron, Silicon, Cobalt, Magnesium, Promethium, Pentaxid\n\nPossible weather effects: \nn/a","Эта младенческая луна уже потеряла свою атмосферу под неустанным напором звездного ветра. Не потревоженные, последние открытые моря лавы кристаллизуются в причудливых формах.\n\nВозможные ресурсы: \nЖелезо, кремний, кобальт, магний, прометий, пентаксид\n\nВозможные погодные эффекты: \nn/a",,
pda_q4i8q,"A world in its youth: The atmosphere has cooled enough for it to rain. The last bits of the planetary neighborhood crash into the surface, and violent jetstreams produce hail. But in all this chaos, first life develops in the tide pools - filling the water with the color of early photosynthesis.\n\nPossible resources: \n Cobalt, Copper, Silicon, Erestrum, Zascosium, Pentaxid, Promethium\n\nPossible weather effects: \n Rain (Medium), Rain (Heavy), Storm, Snow (Heavy), Hail, Fire Rain, Acid Rain (Heavy)","Мир в юности: Атмосфера остыла достаточно для того, чтобы пошел дождь. Последние кусочки планетарных окрестностей врезаются в поверхность, и бурные струйные потоки порождают град. Но во всём этом хаосе в приливных бассейнах развивается первая жизнь - наполняя воду цветом раннего фотосинтеза.\n\nВозможные ресурсы: \n Кобальт, медь, кремний, эреструм, заскозиум, пентаксид, прометий\n\nВозможные погодные эффекты: \n Дождь (средний), дождь (сильный), шторм, снег (сильный), град, огненный дождь, кислотный дождь (сильный).",,
pda_q80mq,Moon discovered!,Луна обнаружена!,,
pda_W4ave,..creating report..,..создание отчета..,,
pda_SuqAq, - -, - -,,
pda_8O4wG,Moon discovered!,Луна обнаружена!,,
pda_0GK4W,..creating report..,..создание отчета..,,
pda_aSKmG, - -, - -,,
pda_0OOY8,Moon discovered!,Луна обнаружена!,,
pda_G88KS,..creating report..,..создание отчета..,,
pda_Ca4W0, - -, - -,,
pda_GmSCq,Moon discovered!,Луна обнаружена!,,
pda_g6Cmq,..creating report..,..создание отчета..,,
pda_qmcOe, - -, - -,,
pda_0mKeu,Moon discovered!,Луна обнаружена!,,
pda_SKmeS,..creating report..,..создание отчета..,,
pda_SpW8o, - -, - -,,
pda_meqOm,Moon discovered!,Луна обнаружена!,,
pda_aoWqq,..creating report..,..создание отчета..,,
pda_WWuC8, - -, - -,,
pda_4iSei,Moon discovered!,Луна обнаружена!,,
pda_CiW60,..creating report..,..создание отчета..,,
pda_mi4ia, - -, - -,,
pda_4Kq0G,Moon discovered!,Луна обнаружена!,,
pda_q04Cu,..creating report..,..создание отчета..,,
pda_emSqu, - -, - -,,
pda_8iqWE,Asteroid Field (Junkyard),Поле астероидов (свалка),,
pda_4m8uK,Asteroid Field,Поле астероидов,,
pda_Nq8qS,Asteroid Field (Poor),Поле астероидов (бедное),,
pda_eeqNu,Asteroid Field (Rich),Поле астероидов (богатое),,
pda_0CqSA,Asteroid Field (Infested),Поле астероидов (заражено),,
pda_mSieC,Asteroid Field (Pirates),Поле астероидов (пираты),,
pda_umqiK,Asteroid Fields,Поле астероидов,,
pda_ia8WO,Radiation: 5-10\nTemperature: -200 to -100,Радиация: 5-10\nТемпература: от -200 до -100,,
pda_DKeOq,Radiation: 5-10\nTemperature: -200 to -100,Радиация: 5-10\nТемпература: от -200 до -100,,
pda_CiWeG,Radiation: 5-10\nTemperature: -200 to -100,Радиация: 5-10\nТемпература: от -200 до -100,,
pda_0Ku8q,An asteroid field with a lot of wrecks waiting to be salvaged. Expect hostile encounters!\n\nRadiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids \n- Copper ) \n- Ice \n- Titanium,"Поле астероидов с множеством обломков, ждущих своей очереди. Ожидайте враждебных встреч!\n\Радиация: 5-10\Температура: от -200 до -100\n\nРесурсные астероиды \n- Медь \n- Лед \n- Титан",,
pda_iUWQS,"Pirates have claimed this asteroid field for their purposes. A perfect opportunity for adventurers, and a dangerous place for most other pilots.\n\nRadiation: 5-10\nTemperature: -200 to -100","Пираты использовали это поле астероидов для своих целей. Прекрасная возможность для искателей приключений, опасное место для большинства пилотов.\n\nРадиация: 5-10\nТемпература: от -200 до -100",,
pda_ieWeG,Asteroid Field discovered!,Поле астероидов обнаружено!,,
pda_4qMni,..creating report..,..создание отчета..,,
pda_KSiKG, - -, - -,,
pda_eiGCO,Asteroid Field discovered!,Поле астероидов обнаружено!,,
pda_WqCWI,New Action,New Action,,
pda_2muWC, - -, - -,,
pda_Ge24b,Junkyard (Space) discovered!,Свалка (космос) обнаружена!,,
pda_iSquq,..creating report..,..создание отчета..,,
pda_uOuaa, - -, - -,,
pda_mVWa1,Asteroid Field discovered!,Поле астероидов обнаружено!,,
pda_WWi4S,..creating report..,..создание отчета..,,
pda_eCuWC, - -, - -,,
pda_KeGmW,Asteroid Field discovered!,Поле астероидов обнаружено!,,
pda_88O8U,..creating report..,..создание отчета..,,
pda_eOqi8, - -, - -,,
pda_0C8q6,New Task,New Task,,
pda_ui2ES,..creating report..,..создание отчета..,,
pda_C4i4i, - -, - -,,
pda_40CUq,Empty Sector,Пустой сектор,,
pda_uW8xi,Planetary Sector (default orbit),Планетарный сектор (орбита по умолчанию),,
pda_CCeaM,Nexus Hub (Lgc),Нексус-хаб (Lgc),,
pda_8kuSP,Trading Stations,Торговые станции,,
pda_eu800,Literally 'empty space'. Nothing to see here..,Буквально 'пустое место'. Смотреть здесь не на что...,,
